
=== Last Positions of Bodies ===
ID     X               Y               Z              
0      -0.250494       0.711853        0.000000       
1      0.084842        1.593701        0.000000       
2      -2.711385       1.401987        0.739980       
3      -1.726734       1.096658        0.896019       
4      0.464847        0.668049        0.983412       
5      1.665525        0.409379        0.995464       
6      0.283732        0.546372        0.931251       
7      -1.574201       1.146431        0.795693       
8      0.833789        0.270587        0.599176       
9      -0.597846       1.996559        0.356754       
10     -0.658925       1.040768        0.087001       
11     0.156190        0.503721        -0.189418      
12     -0.840632       1.590818        -0.451325      
13     0.572551        0.495201        -0.678655      
14     -1.560361       1.085247        -0.853992      
15     1.088470        0.435298        -0.963903      
16     1.491423        0.448263        -0.999967      
17     -0.459160       0.854317        -0.959421      
18     -2.224665       1.218714        -0.845372      
19     -2.866589       1.522015        -0.666557      
20     -3.010682       1.978725        -0.436676      
21     -2.410515       3.109332        -0.173340      
22     -0.726414       4.133209        0.000000       
23     -3.183292       1.814753        0.274125       
24     -3.139915       1.004985        0.527250       
25     -2.729784       0.743541        0.739980       
26     -1.726652       0.706755        0.896019       
27     0.520015        0.860297        0.983412       
28     1.698632        0.932282        0.995464       
29     0.136568        0.692993        0.931251       
30     -1.620131       0.811939        0.795693       
31     0.909768        0.556901        0.599176       
32     -0.711714       1.987368        0.356754       
33     -0.543838       0.141564        0.087001       
34     -0.127404       -0.393582       -0.189418      
35     -1.012119       1.439563        -0.451325      
36     0.679875        0.700596        -0.678655      
37     -1.618770       0.732376        -0.853992      
38     1.007307        0.805705        -0.963903      
39     1.529075        0.905671        -0.999967      
40     -0.436873       0.797926        -0.959421      
41     -2.225053       0.692382        -0.845372      
42     -2.921485       0.812875        -0.666557      
43     -3.195643       1.218895        -0.436676      
44     -2.908914       2.518951        -0.173340      
45     -1.563345       3.855566        0.000000       
46     -3.302765       0.840831        0.274125       
47     -3.019029       0.186149        0.527250       
48     -2.551324       0.076198        0.739980       
49     -1.560182       0.334165        0.896019       
50     0.545815        1.092329        0.983412       
51     1.584044        1.456309        0.995464       
52     -0.085296       0.737108        0.931251       
53     -1.539319       0.458366        0.795693       
54     0.815840        0.868434        0.599176       
55     -0.969521       1.834695        0.356754       
56     -0.982297       1.043591        0.087001       
57     0.044081        1.307446        -0.189418      
58     -1.232461       1.195404        -0.451325      
59     0.749381        0.974198        -0.678655      
60     -1.586127       0.329027        -0.853992      
61     0.820662        1.126750        -0.963903      
62     1.441662        1.387137        -0.999967      
63     -0.329462       0.780042        -0.959421      
64     -2.052801       0.169470        -0.845372      
65     -2.756980       0.063760        -0.666557      
66     -3.135057       0.319366        -0.436676      
67     -3.287220       1.494454        -0.173340      
68     -2.768197       3.274994        0.000000       
69     -3.003082       -0.244272       0.274125       
70     -2.605520       -0.639242       0.527250       
71     -2.158127       -0.557901       0.739980       
72     -1.269645       0.027274        0.896019       
73     0.482890        1.350332        0.983412       
74     1.307940        1.956361        0.995464       
75     -0.298709       0.646256        0.931251       
76     -1.316073       0.111901        0.795693       
77     0.559498        1.122954        0.599176       
78     -1.242453       1.522396        0.356754       
79     -0.495226       -0.276425       0.087001       
80     0.103766        1.625293        -0.189418      
81     -1.346637       0.797628        -0.451325      
82     0.717571        1.311379        -0.678655      
83     -1.415778       -0.084232       -0.853992      
84     0.561164        1.372152        -0.963903      
85     1.202033        1.858387        -0.999967      
86     -0.224825       0.821524        -0.959421      
87     -1.694005       -0.267249       -0.845372      
88     -2.352431       -0.621160       -0.666557      
89     -2.742312       -0.563987       -0.436676      
90     -3.177914       0.226384        -0.173340      
91     -2.276333       1.760384        0.000000       
92     -2.250208       -1.160597       0.274125       
93     -1.944778       -1.278460       0.527250       
94     -1.588149       -1.003914       0.739980       
95     -0.899542       -0.124359       0.896019       
96     0.334770        1.619853        0.983412       
97     0.875613        2.363565        0.995464       
98     -0.393604       0.468105        0.931251       
99     -0.946500       -0.115653       0.795693       
100    0.179331        1.188326        0.599176       
101    -1.309643       0.997090        0.356754       
102    -0.692242       0.282672        0.087001       
103    -0.147423       1.359460        -0.189418      
104    -1.209077       0.341801        -0.451325      
105    0.535031        1.668742        -0.678655      
106    -1.072182       -0.444457       -0.853992      
107    0.289727        1.574902        -0.963903      
108    0.810867        2.263097        -0.999967      
109    -0.155095       0.924545        -0.959421      
110    -1.227198       -0.591458       -0.845372      
111    -1.731856       -1.169504       -0.666557      
112    -2.042273       -1.289948       -0.436676      
113    -2.432490       -0.911651       -0.173340      
114    0.455577        -1.282892       0.000000       
115    -1.333141       -1.697135       0.274125       
116    -1.142148       -1.672905       0.527250       
117    -0.916114       -1.246482       0.739980       
118    -0.536666       -0.145563       0.896019       
119    0.075376        1.846826        0.983412       
120    0.325243        2.617705        0.995464       
121    -0.345053       0.295106        0.931251       
122    -0.527029       -0.145341       0.795693       
123    -0.153829       0.969221        0.599176       
124    -0.779407       0.595972        0.356754       
125    0.122219        0.953990        0.087001       
126    0.053220        0.340278        -0.189418      
127    -0.778479       0.078167        -0.451325      
128    0.181535        1.948144        -0.678655      
129    -0.603540       -0.657932       -0.853992      
130    -0.007769       1.688524        -0.963903      
131    0.293518        2.532604        -0.999967      
132    -0.146762       1.116925        -0.959421      
133    -0.709763       -0.718584       -0.845372      
134    -0.996492       -1.474935       -0.666557      
135    -1.204311       -1.740649       -0.436676      
136    -1.356477       -1.557351       -0.173340      
137    17.830639       -28.491800      0.000000       
138    -0.474252       -1.993752       0.274125       
139    -0.257786       -1.784610       0.527250       
140    -0.208016       -1.243427       0.739980       
141    -0.221705       -0.021801       0.896019       
142    -0.282547       1.990988        0.983412       
143    -0.283673       2.676455        0.995464       
144    -0.197324       0.201892        0.931251       
145    -0.180152       -0.019585       0.795693       
146    -0.222470       0.596419        0.599176       
147    0.060690        1.139024        0.356754       
148    -0.329342       -0.102711       0.087001       
149    0.964952        0.495650        -0.189418      
150    -0.268961       0.263392        -0.451325      
151    -0.291133       2.043268        -0.678655      
152    -0.098050       -0.695482       -0.853992      
153    -0.309263       1.717867        -0.963903      
154    -0.298201       2.627545        -0.999967      
155    -0.261205       1.317088        -0.959421      
156    -0.213455       -0.633405       -0.845372      
157    -0.224616       -1.508917       -0.666557      
158    -0.318481       -1.894969       -0.436676      
159    -0.691982       -2.007056       -0.173340      
160    56.718449       -17.499069      0.000000       
161    0.573573        -1.765137       0.274125       
162    0.602791        -1.526902       0.527250       
163    0.416462        -0.971631       0.739980       
164    -0.032506       0.228520        0.896019       
165    -0.713992       2.022114        0.983412       
166    -0.881395       2.530250        0.995464       
167    -0.029806       0.229857        0.931251       
168    0.044938        0.167742        0.795693       
169    -0.032361       0.364939        0.599176       
170    -0.234030       1.720994        0.356754       
171    0.878202        0.517627        0.087001       
172    -0.089273       1.014540        -0.189418      
173    -0.206173       0.809306        -0.451325      
174    -0.750353       1.913902        -0.678655      
175    0.370323        -0.563107       -0.853992      
176    -0.621415       1.689327        -0.963903      
177    -0.908199       2.524366        -0.999967      
