
=== Last Positions of Bodies ===
ID     X               Y               Z              
0      -0.298329       0.276637        0.000000       
1      0.025787        1.169049        0.000000       
2      -2.765915       0.981249        0.739980       
3      -1.821885       0.676915        0.896019       
4      0.392253        0.240087        0.983412       
5      1.623574        -0.011328       0.995464       
6      0.279208        0.110607        0.931251       
7      -1.619029       0.711338        0.795693       
8      0.788407        -0.162395       0.599176       
9      -0.677884       1.545403        0.356754       
10     -0.788022       0.597414        0.087001       
11     -0.015485       0.140426        -0.189418      
12     -0.889195       1.153502        -0.451325      
13     0.534711        0.053954        -0.678655      
14     -1.602900       0.650324        -0.853992      
15     1.048586        -0.000090       -0.963903      
16     1.430663        0.014163        -0.999967      
17     -0.563627       0.431754        -0.959421      
18     -2.294158       0.789799        -0.845372      
19     -2.910696       1.090080        -0.666557      
20     -3.052383       1.552292        -0.436676      
21     -2.435096       2.698933        -0.173340      
22     -0.517488       3.683081        0.000000       
23     -3.219747       1.391739        0.274125       
24     -3.170741       0.583735        0.527250       
25     -2.782006       0.319696        0.739980       
26     -1.782737       0.282557        0.896019       
27     0.470588        0.425668        0.983412       
28     1.653455        0.493611        0.995464       
29     0.123286        0.264520        0.931251       
30     -1.675961       0.366398        0.795693       
31     0.868352        0.115563        0.599176       
32     -0.797854       1.537855        0.356754       
33     -0.513562       -0.264867       0.087001       
34     -0.140736       -0.855926       -0.189418      
35     -1.051817       1.004557        -0.451325      
36     0.610827        0.270811        -0.678655      
37     -1.660759       0.295857        -0.853992      
38     0.973134        0.375110        -0.963903      
39     1.476193        0.469384        -0.999967      
40     -0.480880       0.367941        -0.959421      
41     -2.287866       0.264885        -0.845372      
42     -2.963240       0.389801        -0.666557      
43     -3.231661       0.792117        -0.436676      
44     -2.953368       2.094994        -0.173340      
45     -1.608669       3.465614        0.000000       
46     -3.335898       0.457854        0.274125       
47     -3.054077       -0.225620       0.527250       
48     -2.586483       -0.344422       0.739980       
49     -1.602656       -0.087536       0.896019       
50     0.485539        0.653195        0.983412       
51     1.540519        1.017709        0.995464       
52     -0.109707       0.312982        0.931251       
53     -1.602877       -0.004421       0.795693       
54     0.776371        0.449224        0.599176       
55     -1.026999       1.397756        0.356754       
56     -1.070068       0.564373        0.087001       
57     -0.007238       0.882620        -0.189418      
58     -1.281865       0.743711        -0.451325      
59     0.681916        0.540037        -0.678655      
60     -1.625120       -0.110231       -0.853992      
61     0.784980        0.701697        -0.963903      
62     1.393252        0.947774        -0.999967      
63     -0.369629       0.353576        -0.959421      
64     -2.094064       -0.243278       -0.845372      
65     -2.796554       -0.337590       -0.666557      
66     -3.171106       -0.063762       -0.436676      
67     -3.324011       1.124050        -0.173340      
68     -2.642503       2.749897        0.000000       
69     -3.042723       -0.641845       0.274125       
70     -2.643667       -1.030735       0.527250       
71     -2.191205       -0.949009       0.739980       
72     -1.307820       -0.378955       0.896019       
73     0.438288        0.916648        0.983412       
74     1.268385        1.519705        0.995464       
75     -0.329003       0.226282        0.931251       
76     -1.372097       -0.330747       0.795693       
77     0.512272        0.697922        0.599176       
78     -1.309324       1.068215        0.356754       
79     -0.551169       -0.745292       0.087001       

[Proceso 1] ========== SIMULACIÓN COMPLETADA ==========
80     0.038298        1.205228        -0.189418      
81     -1.394580       0.349624        -0.451325      
82     0.662057        0.871591        -0.678655      
83     -1.455207       -0.522292       -0.853992      
84     0.536109        0.954822        -0.963903      
85     1.161859        1.418660        -0.999967      
86     -0.245864       0.414771        -0.959421      
87     -1.731730       -0.677826       -0.845372      
88     -2.384989       -1.025931       -0.666557      
